item,name,lat,lon,image
http://www.wikidata.org/entity/Q4521210,Шахматная гора (каскад),59.8832,29.9167,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%94%D1%80%D0%B0%D0%BA%D0%BE%D0%BD%D0%BE%D0%B2%20%D0%BA%D0%B0%D1%81%D0%BA%D0%B0%D0%B4.jpg
http://www.wikidata.org/entity/Q1107243,Государственный Дарвиновский музей,55.690683333333,37.561438888889,http://commons.wikimedia.org/wiki/Special:FilePath/Darvinovskiy%20museum.jpg
http://www.wikidata.org/entity/Q4306424,Музей подводных сил России им. А. И. Маринеско,59.982414,30.3984347,http://commons.wikimedia.org/wiki/Special:FilePath/Marinesko%20museum%2001.jpg
http://www.wikidata.org/entity/Q190694,Федеральное государственное бюджетное учреждение культуры «Центральный музей Великой Отечественной войны 1941-1945 гг.»,55.730555555556,37.503888888889,http://commons.wikimedia.org/wiki/Special:FilePath/Museum%20of%20the%20Great%20Patriotic%20War%20Moscow.jpg
http://www.wikidata.org/entity/Q16678488,Музейно-мемориальный комплекс истории Военно-морского флота России,55.852,37.456,http://commons.wikimedia.org/wiki/Special:FilePath/A-90%20Orlyonok%201.JPG
http://www.wikidata.org/entity/Q2449813,Трансвааль-парк,55.598055555556,37.529444444444,http://commons.wikimedia.org/wiki/Special:FilePath/RIAN%20archive%20142921%20Rescuers%20in%20Transvaal%20Park%20after%20incedent.jpg
http://www.wikidata.org/entity/Q1058988,Государственный мемориальный музей А. В. Суворова,59.9433,30.3765,http://commons.wikimedia.org/wiki/Special:FilePath/Spb%2006-2017%20img17%20Suvorov%20Museum.jpg
http://www.wikidata.org/entity/Q108647485,Искусство,48.704556981845,44.520407672108,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%BA%D1%83%D0%BB%D1%8C%D0%BF%D1%82%D1%83%D1%80%D0%BD%D0%B0%D1%8F%20%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0%20%C2%AB%D0%98%D1%81%D0%BA%D1%83%D1%81%D1%81%D1%82%D0%B2%D0%BE%C2%BB%20%281%29.jpg
http://www.wikidata.org/entity/Q112724404,Каменный цветок,56.838295,60.606997,http://commons.wikimedia.org/wiki/Special:FilePath/Architecture%20of%20Yekaterinburg%20%28June%20%2722%29%20-%2013%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q4375694,Поющие фонтаны (Сочи),43.584083,39.720472,http://commons.wikimedia.org/wiki/Special:FilePath/Sochi%20-%20panoramio%20%281%29.jpg
http://www.wikidata.org/entity/Q4427865,Солнце (фонтан),59.885555555556,29.919722222222,http://commons.wikimedia.org/wiki/Special:FilePath/SolntseFountain%20Peterhof.jpg
http://www.wikidata.org/entity/Q60851160,Светомузыкальный фонтан в Царицыне,55.6175,37.676833,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D1%80%D0%BE%D0%BB567.jpg
http://www.wikidata.org/entity/Q17333518,Сочи Парк,43.404536,39.964354,http://commons.wikimedia.org/wiki/Special:FilePath/Sochi%20Prak%20view%2002.jpg
http://www.wikidata.org/entity/Q126877,Центральный парк культуры и отдыха им. Горького,55.731169444444,37.603197222222,http://commons.wikimedia.org/wiki/Special:FilePath/Moscow%20Gorky%20Park%20colonnades%20viewpoint%2008-2016%20img1.jpg
http://www.wikidata.org/entity/Q4508710,Челябинский областной краеведческий музей,55.16833333,61.39777778,http://commons.wikimedia.org/wiki/Special:FilePath/Museum%20in%20Chelyabinsk.jpg
http://www.wikidata.org/entity/Q4343259,Памятник Михаилу Кругу,56.857261111111,35.909288888889,
http://www.wikidata.org/entity/Q132783,Государственный Эрмитаж,59.939832,30.31456,http://commons.wikimedia.org/wiki/Special:FilePath/Spb%2006-2012%20Palace%20Embankment%20various%2014.jpg
http://www.wikidata.org/entity/Q4491774,Фонтаны «Адам» и «Ева»,59.885555555556,29.919722222222,http://commons.wikimedia.org/wiki/Special:FilePath/Adam%202006.jpg
http://www.wikidata.org/entity/Q4350929,Переславский музей-заповедник,56.721028,38.822803,http://commons.wikimedia.org/wiki/Special:FilePath/Gm-trapeznaa-0772.jpg
http://www.wikidata.org/entity/Q11860264,Q11860264,59.867763178844,30.33512419764,
